user_input,bot_response
ضاعت تذكرتي، وش أسوي؟ (تكرار 4207),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 4207),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 4207),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 4207),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 4208),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 4208),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 4208),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 4208),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 4208),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 4208),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 4208),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 4208),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 4208),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 4208),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 4209),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 4209),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 4209),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 4209),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 4209),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 4209),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 4209),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 4209),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 4209),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 4209),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 4210),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 4210),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 4210),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 4210),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 4210),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 4210),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 4210),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 4210),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 4210),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 4210),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 4211),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 4211),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 4211),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 4211),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 4211),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 4211),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 4211),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 4211),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 4211),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 4211),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 4212),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 4212),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 4212),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 4212),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 4212),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 4212),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
ضاعت تذكرتي، وش أسوي؟ (تكرار 4212),توجه لخدمة العملاء عند البوابة الرئيسية مع إثبات الهوية.
فيه موقف سيارات قريب؟ (تكرار 4212),نعم، المواقف متوفرة في الجهة الغربية من الملعب.
أبغى خريطة للملعب. (تكرار 4212),تقدر تحصل على خريطة الملعب من تطبيق الفعالية أو عند البوابة.
وش أقدر آخذ معي داخل الملعب؟ (تكرار 4212),مسموح بالماء والكاميرا غير الاحترافية، الممنوعات موضحة عند البوابة.
أين مقعدي إذا رقم التذكرة 12345؟ (تكرار 4213),مقعدك هو 15 في القطاع B. ادخل من البوابة 3 واتجه يساراً نحو الممر 5.
أين أقرب مخرج من موقعي؟ (تكرار 4213),أقرب مخرج لك هو المخرج 2 على بعد 50 متر. اتجه نحو الممر الرئيسي.
هل فيه مطاعم داخل الملعب؟ (تكرار 4213),نعم، يوجد عدة مطاعم في الجناح الشمالي والشرقي للملعب.
كم باقي على بداية المباراة؟ (تكرار 4213),المباراة تبدأ بعد 20 دقيقة، تأكد من الوصول لمقعدك قبل ذلك.
وين دورات المياه؟ (تكرار 4213),دورات المياه قريبة من القطاع D، خلف البوابة 4.
هل أقدر أخرج وأرجع؟ (تكرار 4213),نعم، تأكد من ختم التذكرة عند الخروج لتتمكن من العودة لاحقًا.
